DATE,CRIME_COUNT,ROLLING_MEAN_3,ROLLING_STD_3,GROWTH_RATE,LAG_1,LAG_2,LAG_3,VOLATILITY
2007-08-01,2190,2388.0,211.6104912333036,-0.07321201862039783,2363.0,2611.0,1938.0,0.0886141085566598
2007-09-01,2157,2236.6666666666665,110.64507821558708,-0.015068493150684925,2190.0,2363.0,2611.0,0.049468738397430885
2007-10-01,1992,2113.0,106.08015837092267,-0.07649513212795545,2157.0,2190.0,2363.0,0.050203577080417734
2007-11-01,1972,2040.3333333333333,101.52996273678704,-0.010040160642570295,1992.0,2157.0,2190.0,0.049761458619565616
2007-12-01,1975,1979.6666666666667,10.78579312491015,0.0015212981744421317,1972.0,1992.0,2157.0,0.005448287485221493
2008-01-01,2045,1997.3333333333333,41.30778780488447,0.03544303797468351,1975.0,1972.0,1992.0,0.02068146919470184
2008-02-01,1923,1981.0,61.220911460056115,-0.05965770171149143,2045.0,1975.0,1972.0,0.03090404414944781
2008-03-01,2137,2035.0,107.34989520255728,0.1112844513780551,1923.0,2045.0,1975.0,0.0527517912543279
2008-04-01,2101,2053.6666666666665,114.58330303029919,-0.016846045858680436,2137.0,1923.0,2045.0,0.055794499122041485
2008-05-01,2061,2099.6666666666665,38.01753981168931,-0.019038553069966713,2101.0,2137.0,1923.0,0.0181064644284915
2008-06-01,2157,2106.3333333333335,48.221710186734065,0.04657933042212514,2061.0,2101.0,2137.0,0.02289367472071565
2008-07-01,2088,2102.0,49.507575177946634,-0.03198887343532686,2157.0,2061.0,2101.0,0.023552604746882318
2008-08-01,2434,2226.3333333333335,183.1238196776524,0.16570881226053635,2088.0,2157.0,2061.0,0.08225354978783607
2008-09-01,2286,2269.3333333333335,173.60107526548717,-0.06080525883319643,2434.0,2088.0,2157.0,0.07649871119219469
2008-10-01,2169,2296.3333333333335,132.80185741672943,-0.051181102362204745,2286.0,2434.0,2088.0,0.057832134163185986
2008-11-01,2299,2251.3333333333335,71.59841711471942,0.059935454126325505,2169.0,2286.0,2434.0,0.03180267268939269
2008-12-01,2076,2181.3333333333335,112.01041618230583,-0.09699869508481951,2299.0,2169.0,2286.0,0.051349518420983724
2009-01-01,1872,2082.3333333333335,213.57044115076738,-0.09826589595375723,2076.0,2299.0,2169.0,0.10256304201253436
2009-02-01,1708,1885.3333333333333,184.3619628159059,-0.08760683760683763,1872.0,2076.0,2299.0,0.09778746259683836
2009-03-01,2142,1907.3333333333333,219.14683053453786,0.25409836065573765,1708.0,1872.0,2076.0,0.11489697511422817
2009-04-01,2172,2007.3333333333333,259.663885308168,0.014005602240896309,2142.0,1708.0,1872.0,0.12935763133917372
2009-05-01,2244,2186.0,52.42136968832504,0.03314917127071815,2172.0,2142.0,1708.0,0.023980498485052626
2009-06-01,2203,2206.3333333333335,36.11555528208555,-0.018270944741533013,2244.0,2172.0,2142.0,0.016369038502229438
2009-07-01,2292,2246.3333333333335,44.54585652261463,0.0403994552882434,2203.0,2244.0,2172.0,0.019830474783772648
2009-08-01,2257,2250.6666666666665,44.83674088661405,-0.015270506108202464,2292.0,2203.0,2244.0,0.019921537716208852
2009-09-01,2133,2227.3333333333335,83.548389172583,-0.054940186087727105,2257.0,2292.0,2203.0,0.03751050097541889
2009-10-01,2267,2219.0,74.64583042608649,0.06282231598687305,2133.0,2257.0,2292.0,0.033639400822932174
2009-11-01,2292,2230.6666666666665,85.50048732804626,0.011027790030877727,2267.0,2133.0,2257.0,0.03832956694323652
2009-12-01,2154,2237.6666666666665,73.52777253074787,-0.060209424083769614,2292.0,2267.0,2133.0,0.032859126708214455
2010-01-01,2213,2219.6666666666665,69.24112458166316,0.02739090064995353,2154.0,2292.0,2267.0,0.031194379598286453
2010-02-01,1932,2099.6666666666665,148.16994747023895,-0.12697695436059653,2213.0,2154.0,2292.0,0.07056831916347307
2010-03-01,2190,2111.6666666666665,156.02029782478104,0.13354037267080754,1932.0,2213.0,2154.0,0.0738849082043162
2010-04-01,2266,2129.3333333333335,175.06951000483593,0.034703196347031895,2190.0,1932.0,2213.0,0.08221799154892107
2010-05-01,2535,2330.3333333333335,181.2741937875695,0.11871138570167705,2266.0,2190.0,1932.0,0.07778895456482741
2010-06-01,2495,2432.0,145.14475533066962,-0.015779092702169595,2535.0,2266.0,2190.0,0.059681231632676655
2010-07-01,2921,2650.3333333333335,235.2558890513333,0.17074148296593195,2495.0,2535.0,2266.0,0.08876464182543074
2010-08-01,2964,2793.3333333333335,259.2572724791596,0.014720985963710964,2921.0,2495.0,2535.0,0.09281286604265856
2010-09-01,2785,2890.0,93.43982020530562,-0.06039136302294201,2964.0,2921.0,2495.0,0.03233211771809883
2010-10-01,2776,2841.6666666666665,106.0393008904395,-0.0032315978456014527,2785.0,2964.0,2921.0,0.03731588301129836
2010-11-01,2415,2658.6666666666665,211.0694988228596,-0.13004322766570608,2776.0,2785.0,2964.0,0.0793892297478158
2010-12-01,2352,2514.3333333333335,228.78884005417117,-0.02608695652173909,2415.0,2776.0,2785.0,0.09099383801703745
2011-01-01,2426,2397.6666666666665,39.92910383834271,0.03146258503401356,2352.0,2415.0,2776.0,0.016653317324486046
2011-02-01,2144,2307.3333333333335,146.20989478599992,-0.1162407254740313,2426.0,2352.0,2415.0,0.06336747823721464
2011-03-01,2218,2262.6666666666665,146.20989478599992,0.034514925373134275,2144.0,2426.0,2352.0,0.06461839781349438
2011-04-01,2320,2227.3333333333335,88.37043246093764,0.04598737601442737,2218.0,2144.0,2426.0,0.03967544109290824
2011-05-01,2558,2365.3333333333335,174.47444894119343,0.10258620689655173,2320.0,2218.0,2144.0,0.07376315485112461
2011-06-01,2591,2489.6666666666665,147.8591672279169,0.01290070367474594,2558.0,2320.0,2218.0,0.05938914201148089
2011-07-01,2979,2709.3333333333335,234.12033942682785,0.14974913160941727,2591.0,2558.0,2320.0,0.08641252685537446
2011-08-01,2695,2755.0,200.8382433701304,-0.09533400469956366,2979.0,2591.0,2558.0,0.0728995438730056
2011-09-01,2661,2778.3333333333335,174.61195071739243,-0.01261595547309835,2695.0,2979.0,2591.0,0.06284773271171892
2011-10-01,2973,2776.3333333333335,171.16463809249,0.11724915445321304,2661.0,2695.0,2979.0,0.061651328404066515
2011-11-01,2998,2877.3333333333335,187.76669921296764,0.008409014463504949,2973.0,2661.0,2695.0,0.06525719388773203
2011-12-01,2899,2956.6666666666665,51.4813882226677,-0.03302201467645094,2998.0,2973.0,2661.0,0.017411968959188624
