Latitude,Longitude,Cluster
49.20311764,-123.135421,0
49.24882324,-123.1011317,0
49.22919055,-123.1415035,0
49.2672406,-123.0987192,2
49.25093057,-123.1655698,4
49.28316088,-123.1208972,2
49.27620973,-123.1217094,2
49.26602772,-123.1858911,4
49.22923896,-123.1493519,4
49.2831571,-123.1210788,2
49.26520962,-123.1862745,4
49.26520962,-123.1862745,4
49.27968959,-123.1302239,2
49.26520962,-123.1862745,4
49.28115557,-123.0440343,1
49.28371196,-123.1363037,2
49.2871406,-123.1284196,2
49.2871406,-123.1284196,2
49.26408707,-123.085147,1
49.28371196,-123.1363037,2
49.26520659,-123.1859247,4
49.26819822,-123.1024443,2
49.27790517,-123.117244,2
49.28139486,-123.1196866,2
49.24305006,-123.0271872,3
49.28139486,-123.1196866,2
49.2808614,-123.1062043,2
49.28627866,-123.1122959,2
49.28139486,-123.1196866,2
49.28298251,-123.1373933,2
49.28139486,-123.1196866,2
49.2844136,-123.1123809,2
49.2570832,-123.1228384,2
49.28296926,-123.0615695,1
49.2340277,-123.0444422,3
49.2570832,-123.1228384,2
49.2808614,-123.1062043,2
49.28627866,-123.1122959,2
49.28139486,-123.1196866,2
49.2808614,-123.1062043,2
49.22736667,-123.0731448,3
49.23423113,-123.1107757,0
49.25037806,-123.1677653,4
49.27020044,-123.1072293,2
49.28527589,-123.1178814,2
49.25614003,-123.1237896,2
49.28376131,-123.1276745,2
49.23534619,-123.0278723,3
49.25613536,-123.1235289,2
49.27164942,-123.1551315,4
49.28139486,-123.1196866,2
49.26432969,-123.1862895,4
49.26432969,-123.1862895,4
49.28139486,-123.1196866,2
49.26432969,-123.1862895,4
49.22652973,-123.0455249,3
49.24303068,-123.0764236,1
49.22761117,-123.0259447,3
49.26363764,-123.1443935,4
49.26432969,-123.1862895,4
49.22891618,-123.0715886,3
49.2349478,-123.0630525,3
49.28139486,-123.1196866,2
49.27961757,-123.130112,2
49.23490428,-123.1730023,4
49.28139486,-123.1196866,2
49.28139486,-123.1196866,2
49.28139486,-123.1196866,2
49.28352054,-123.1274859,2
49.28352054,-123.1274859,2
49.26432969,-123.1862895,4
49.20721422,-123.1274899,0
49.26432969,-123.1862895,4
49.28139486,-123.1196866,2
49.22010908,-123.0412221,3
49.28139486,-123.1196866,2
49.24254718,-123.0236883,3
49.21978124,-123.0452195,3
49.25073206,-123.1154033,0
49.21750463,-123.0976962,0
49.2834479,-123.1271984,2
49.2834479,-123.1271984,2
49.22947717,-123.1688664,4
49.28139486,-123.1196866,2
49.28139486,-123.1196866,2
49.28139486,-123.1196866,2
49.27019382,-123.106708,2
49.22876483,-123.1283108,0
49.23494596,-123.0626216,3
49.25287798,-123.1093652,2
49.28139486,-123.1196866,2
49.28139486,-123.1196866,2
49.26460534,-123.141861,4
49.25878811,-123.1285059,2
49.25878811,-123.1285059,2
49.27853929,-123.1363027,2
49.25079109,-123.0779603,1
49.25286967,-123.1089335,2
49.28139486,-123.1196866,2
49.28139486,-123.1196866,2
49.27923185,-123.1358274,2
49.25878811,-123.1285059,2
49.25182234,-123.1655794,4
49.22653797,-123.0322515,3
49.27089153,-123.162109,4
49.23038773,-123.0637275,3
49.22955169,-123.1558452,4
49.22955169,-123.1558452,4
49.2778561,-123.1356136,2
49.28435679,-123.1266896,2
49.23615232,-123.0297565,3
49.24007787,-123.1442597,4
49.27829699,-123.0705344,1
49.25519966,-123.1227006,2
49.23270522,-123.0236654,3
49.26351961,-123.1337202,2
49.28483069,-123.1317346,2
49.28567437,-123.0607507,1
49.25878811,-123.1285059,2
49.28435679,-123.1266896,2
49.28438806,-123.1265606,2
49.22860905,-123.0277032,3
49.26363764,-123.1443935,4
49.2279411,-123.1145657,0
49.28395186,-123.1358471,2
49.28408818,-123.1358161,2
49.22819009,-123.1145652,0
49.26670836,-123.0613061,1
49.2276686,-123.1130451,0
49.29232469,-123.1342807,2
49.28472338,-123.1272377,2
49.22805118,-123.1478457,4
49.20373604,-123.1371192,0
49.23555189,-123.1786451,4
49.2842122,-123.1354481,2
49.2842122,-123.1354481,2
49.2842122,-123.1354481,2
49.22406063,-123.0639204,3
49.28422577,-123.1264939,2
49.22860905,-123.0277032,3
49.22225176,-123.0639329,3
49.22860905,-123.0277032,3
49.27923185,-123.1358274,2
49.22567408,-123.0337775,3
49.28017437,-123.0413868,1
49.24216525,-123.1181785,0
49.22619815,-123.0337498,3
49.25052182,-123.0758736,1
49.24894211,-123.0762266,1
49.2202872,-123.0640855,3
49.2486801,-123.0470264,3
49.28398616,-123.1119116,2
49.22778645,-123.1166561,0
49.28068578,-123.133943,2
49.21929672,-123.03779,3
49.28295267,-123.1213851,2
49.28934798,-123.1341539,2
49.21819096,-123.0877435,0
49.28034808,-123.1334139,2
49.28034808,-123.1334139,2
49.28034808,-123.1334139,2
49.28295267,-123.1213851,2
49.2516226,-123.1245644,2
49.28295267,-123.1213851,2
49.22701871,-123.0894189,0
49.28295267,-123.1213851,2
49.25056298,-123.0390406,3
49.24825938,-123.1562405,4
49.28935189,-123.0567932,1
49.28935189,-123.0567932,1
49.28459924,-123.1248483,2
49.25376245,-123.0834284,1
49.21819096,-123.0877435,0
49.28045891,-123.1334074,2
49.28295267,-123.1213851,2
49.24016329,-123.0845224,0
49.28032898,-123.133204,2
49.28032898,-123.133204,2
49.28295267,-123.1213851,2
49.26644934,-123.1046926,2
49.25428926,-123.1225226,2
49.28767614,-123.1276335,2
49.28767614,-123.1276335,2
49.26319915,-123.1116532,2
49.28295267,-123.1213851,2
49.2157229,-123.0976346,0
49.24323255,-123.1013049,0
49.2535012,-123.1240299,2
49.28295267,-123.1213851,2
49.28295267,-123.1213851,2
49.26310952,-123.1112293,2
49.22628839,-123.0744415,3
49.28295267,-123.1213851,2
49.26310952,-123.1112293,2
49.22686381,-123.0839046,0
49.2144475,-123.0638596,3
49.26759777,-123.1160725,2
49.25084951,-123.100924,0
49.2264655,-123.0837854,0
49.27988046,-123.1326813,2
49.21100623,-123.0804749,0
49.2077818,-123.0682834,3
49.26310952,-123.1112293,2
49.27565028,-123.1213969,2
49.2077818,-123.0682834,3
49.21101006,-123.0806619,0
49.2144475,-123.0638596,3
49.2268435,-123.0731642,3
49.2263616,-123.0730566,3
49.23557335,-123.1613759,4
49.27906811,-123.057267,1
49.27906791,-123.057123,1
49.27961556,-123.1282873,2
49.25086264,-123.1009234,0
49.24974566,-123.0416546,3
49.26310952,-123.1112293,2
49.26310952,-123.1112293,2
49.22719817,-123.0773174,3
49.29300281,-123.1411668,2
49.22090509,-123.1040104,0
49.22902091,-123.1179426,0
49.22017484,-123.0942821,0
49.25007952,-123.0415341,3
49.22024568,-123.0659339,3
49.25004485,-123.104898,0
49.28536229,-123.1383654,2
49.22806126,-123.1450058,0
49.27653308,-123.0578252,1
49.28536229,-123.1383654,2
49.24825938,-123.1562405,4
49.27653308,-123.0578252,1
49.26410447,-123.0658052,1
49.22819104,-123.1448749,0
49.28127493,-123.1089896,2
49.27574714,-123.1212503,2
49.28604412,-123.1373101,2
49.25091609,-123.104847,0
49.22858474,-123.1688709,4
49.25091609,-123.104847,0
49.27617297,-123.1461258,2
49.26644934,-123.1046926,2
49.20804769,-123.0692177,3
49.20804769,-123.0692177,3
49.20823464,-123.0685719,3
49.28049194,-123.1152449,2
49.26556669,-123.1500914,4
49.28049194,-123.1152449,2
49.27164942,-123.1551315,4
49.28049194,-123.1152449,2
49.26681664,-123.0987362,2
49.23462624,-123.1224128,0
49.27004278,-123.1393278,2
49.22719308,-123.0866456,0
49.24984807,-123.11543,0
49.25866229,-123.1131759,2
49.26681664,-123.0987362,2
49.24825938,-123.1562405,4
49.21842326,-123.1018268,0
49.27183085,-123.1889662,4
49.28183495,-123.129249,2
49.28038753,-123.097862,2
49.26363764,-123.1443935,4
49.23997,-123.1469842,4
49.22619915,-123.0321409,3
49.26681664,-123.0987362,2
49.24275204,-123.0572252,3
49.24216525,-123.1181785,0
49.22651398,-123.0503061,3
49.29113838,-123.1473698,2
49.28120992,-123.1325442,2
49.24338722,-123.0566408,3
49.25192988,-123.1673534,4
49.22850109,-123.1558145,4
49.24923592,-123.0670448,1
49.22642977,-123.0852834,0
49.25008266,-123.1226758,2
49.25068617,-123.1028419,0
49.25008266,-123.1226758,2
49.27290669,-123.0579548,1
49.26194613,-123.0929468,1
49.26323752,-123.0605271,1
49.26460534,-123.141861,4
49.26124855,-123.0658662,1
49.2870181,-123.1286518,2
49.22837871,-123.0669534,3
49.25007845,-123.1224119,2
49.28834359,-123.1402805,2
49.2870181,-123.1286518,2
49.28519867,-123.1158768,2
49.2870181,-123.1286518,2
49.2870181,-123.1286518,2
49.2870181,-123.1286518,2
49.2870181,-123.1286518,2
49.26140059,-123.0810969,1
49.2870181,-123.1286518,2
49.2870181,-123.1286518,2
49.26148177,-123.0809171,1
49.26148177,-123.0809171,1
49.2870181,-123.1286518,2
49.2870181,-123.1286518,2
49.2870181,-123.1286518,2
49.26147959,-123.0805599,1
49.26147959,-123.0805599,1
49.2870181,-123.1286518,2
49.2870181,-123.1286518,2
49.2870181,-123.1286518,2
49.24814613,-123.1244762,0
49.26688455,-123.1206294,2
49.2870181,-123.1286518,2
49.2870181,-123.1286518,2
49.26681664,-123.0987362,2
49.25017681,-123.0339341,3
49.26050016,-123.0800832,1
49.2596259,-123.0810036,1
49.25922522,-123.1579377,4
49.27820401,-123.1247006,2
49.27820401,-123.1247006,2
49.27913676,-123.1044271,2
49.25827825,-123.1592148,4
49.24813739,-123.1239912,0
49.25142378,-123.1320401,2
49.21079152,-123.0978281,0
49.22166508,-123.1467183,0
49.25826644,-123.1579914,4
49.25826644,-123.1579914,4
49.28042617,-123.131366,2
49.2597028,-123.0805088,1
49.25732092,-123.159516,4
49.25070263,-123.0624896,1
49.24630308,-123.1247413,0
49.24630308,-123.1247413,0
49.25732092,-123.159516,4
49.2492231,-123.065886,1
49.28042617,-123.131366,2
49.28042617,-123.131366,2
49.25532826,-123.1581069,4
49.28042617,-123.131366,2
49.25816719,-123.0237879,3
49.28042617,-123.131366,2
49.27913676,-123.1044271,2
49.25871842,-123.0805612,1
49.25871842,-123.0805612,1
49.27815633,-123.1170484,2
49.24581138,-123.1070125,0
49.28717174,-123.1170513,2
49.27878439,-123.125436,2
49.25871308,-123.0798221,1
49.22092945,-123.1437126,0
49.22564033,-123.0670179,3
49.23223578,-123.1898206,4
49.27913676,-123.1044271,2
49.22867143,-123.1145643,0
49.25187593,-123.1074323,0
49.28808727,-123.126858,2
49.2336701,-123.0714196,3
49.24216525,-123.1181785,0
49.27532721,-123.2133447,4
49.2253298,-123.0350941,3
49.28194516,-123.0725728,1
49.28194516,-123.0725728,1
49.22559234,-123.0699848,3
49.22578583,-123.0699773,3
49.22581551,-123.0699761,3
49.23670985,-123.1253936,0
49.22862248,-123.0669479,3
49.22524252,-123.0336747,3
49.28023019,-123.0236293,1
49.22631846,-123.1167044,0
49.22574162,-123.0894562,0
49.29093491,-123.1277967,2
49.24323228,-123.105324,0
49.2554151,-123.0814579,1
49.22765162,-123.1822164,4
49.26681664,-123.0987362,2
49.26681664,-123.0987362,2
49.23293069,-123.1243033,0
49.26785889,-123.1384571,2
49.20787905,-123.1376135,0
49.27654761,-123.1190054,2
49.27913676,-123.1044271,2
49.26681664,-123.0987362,2
49.27481486,-123.0600321,1
49.26681664,-123.0987362,2
49.24992083,-123.0811905,1
49.28539734,-123.1225376,2
49.26681664,-123.0987362,2
49.28394537,-123.0932105,2
49.28506062,-123.0896442,1
49.28765197,-123.1382443,2
49.26253885,-123.1880009,4
49.26176603,-123.1894539,4
49.27913676,-123.1044271,2
49.21453568,-123.0719297,3
49.28012755,-123.0935425,2
49.27474179,-123.0606024,1
49.27824288,-123.0236579,1
49.24540638,-123.0817275,1
49.26681664,-123.0987362,2
49.22872146,-123.1434604,0
49.27913676,-123.1044271,2
49.26681664,-123.0987362,2
49.27853509,-123.1325641,2
49.27985324,-123.1142967,2
49.28459006,-123.0655803,1
49.28765197,-123.1382443,2
49.27807419,-123.1189092,2
49.27985324,-123.1142967,2
49.26969931,-123.1392068,2
49.27985324,-123.1142967,2
49.27913676,-123.1044271,2
49.27985324,-123.1142967,2
49.27985324,-123.1142967,2
49.23279588,-123.0819512,0
49.22629359,-123.0839136,0
49.27794699,-123.1318546,2
49.2600964,-123.0237782,3
49.27301292,-123.0656939,1
49.26681664,-123.0987362,2
49.22532217,-123.0820759,0
49.22540301,-123.0819878,0
49.22540301,-123.0819878,0
49.27091173,-123.1580474,4
49.28121579,-123.0608142,1
49.28042617,-123.131366,2
49.28037867,-123.1354954,2
49.26969931,-123.1392068,2
49.28042617,-123.131366,2
49.28042617,-123.131366,2
49.20736116,-123.1376363,0
49.2258552,-123.090653,0
49.22716553,-123.1267088,0
49.26969931,-123.1392068,2
49.2829966,-123.1188527,2
49.27770588,-123.1314914,2
49.26084653,-123.1894045,4
49.21941185,-123.0578257,3
49.26076171,-123.1892394,4
49.26681664,-123.0987362,2
49.26074357,-123.1880626,4
49.28033794,-123.0995814,2
49.28717174,-123.1170513,2
49.21287003,-123.0740611,3
49.22566898,-123.0409295,3
49.22526136,-123.0456064,3
49.21550031,-123.0822151,0
49.25107103,-123.1089769,0
49.2589213,-123.1881296,4
49.28726183,-123.1288483,2
49.28431307,-123.1090607,2
49.22680633,-123.1589504,4
49.28726183,-123.1288483,2
49.26423557,-123.1777987,4
49.21891222,-123.0323111,3
49.25353824,-123.1587388,4
49.28033794,-123.0995814,2
49.27913676,-123.1044271,2
49.27913676,-123.1044271,2
49.25644551,-123.1881547,4
49.25552897,-123.188165,4
49.25552897,-123.188165,4
49.28121541,-123.0604962,1
49.25465423,-123.1898925,4
49.22760124,-123.1508334,4
49.28045345,-123.1250187,2
49.27681911,-123.1209723,2
49.26245675,-123.0802765,1
49.26245675,-123.0802765,1
49.25381743,-123.1882318,4
49.25283692,-123.190336,4
49.22758954,-123.1629604,4
49.21881861,-123.048011,3
49.23568131,-123.1475727,4
49.27913676,-123.1044271,2
49.27913676,-123.1044271,2
49.28470228,-123.1270304,2
49.28470228,-123.1270304,2
49.28033794,-123.0995814,2
49.25191499,-123.1881982,4
49.27913676,-123.1044271,2
49.2253497,-123.0590889,3
49.28742255,-123.1292737,2
49.28742255,-123.1292737,2
49.2781837,-123.0802458,1
49.27895327,-123.1290781,2
49.2253497,-123.0590889,3
49.269939,-123.1577794,4
49.24216525,-123.1181785,0
49.25191499,-123.1881982,4
49.27802392,-123.1247864,2
49.22581375,-123.0880704,0
49.22967868,-123.1165802,0
49.27726625,-123.120128,2
49.25373539,-123.1661801,4
49.28027644,-123.0602664,1
49.24216525,-123.1181785,0
49.27913676,-123.1044271,2
49.27962203,-123.0616412,1
49.28000769,-123.0810969,1
49.27751981,-123.0440426,1
49.2489918,-123.190019,4
49.24216525,-123.1181785,0
49.24216525,-123.1181785,0
49.28045345,-123.1250187,2
49.28045345,-123.1250187,2
49.2800026,-123.0807852,1
49.28758204,-123.1293407,2
49.26681664,-123.0987362,2
49.28000071,-123.0806683,1
49.23612122,-123.193651,4
49.28758204,-123.1293407,2
49.28439336,-123.1094841,2
49.27999742,-123.0804735,1
49.28900984,-123.1379808,2
49.28758204,-123.1293407,2
49.27913676,-123.1044271,2
49.27999173,-123.0801229,1
49.24898963,-123.1891494,4
49.28758204,-123.1293407,2
49.27830125,-123.0872205,1
49.26966724,-123.140729,2
49.27830125,-123.0872205,1
49.2145234,-123.0706904,3
49.22775383,-123.146622,4
49.25866229,-123.1131759,2
49.25453535,-123.1652944,4
49.28459006,-123.0655803,1
49.22124941,-123.139975,0
49.27998655,-123.0798112,1
49.27998655,-123.0798112,1
49.22665852,-123.1436487,0
49.2794553,-123.1248041,2
49.2461341,-123.1882599,4
49.27998525,-123.0797332,1
49.26993561,-123.1575639,4
49.22905124,-123.0892321,0
49.24216525,-123.1181785,0
49.26731376,-123.1298822,2
49.2189921,-123.0801574,0
49.27811997,-123.1246406,2
49.27811997,-123.1246406,2
49.2791663,-123.1155381,2
49.2675259,-123.1303279,2
49.22603399,-123.1479214,4
49.28656612,-123.1386578,2
49.274531,-123.0578608,1
49.2791663,-123.1155381,2
49.2791663,-123.1155381,2
49.28890161,-123.1423681,2
49.28890161,-123.1423681,2
49.29057139,-123.142731,2
49.27518584,-123.1221005,2
49.22457779,-123.0774161,0
49.2791663,-123.1155381,2
49.23615232,-123.0297565,3
49.28440804,-123.1095611,2
49.22468195,-123.0774119,0
49.21809412,-123.126659,0
49.22452081,-123.0352558,3
49.28785162,-123.1297553,2
49.2421874,-123.1611644,4
49.2791663,-123.1155381,2
49.21700546,-123.1259665,0
49.22733695,-123.1130431,0
49.25866229,-123.1131759,2
49.28917665,-123.1419554,2
49.28917665,-123.1419554,2
49.28917665,-123.1419554,2
49.28917665,-123.1419554,2
49.21767125,-123.0800121,0
49.25867315,-123.1137477,2
49.26310636,-123.1110511,2
49.22423443,-123.0351416,3
49.24027043,-123.1598646,4
49.27475947,-123.0617014,1
49.27475947,-123.0617014,1
49.22437557,-123.035136,3
49.24630308,-123.1247413,0
49.23386598,-123.1225627,0
49.22392623,-123.0337148,3
49.27930408,-123.0923776,1
49.22768546,-123.1129196,0
49.27193092,-123.164972,4
49.28440804,-123.1095611,2
49.27760116,-123.1256039,2
49.27760116,-123.1256039,2
49.27760116,-123.1256039,2
49.28077119,-123.1317083,2
49.2241266,-123.0335798,3
49.26863634,-123.0618942,1
49.24324125,-123.0878184,0
49.22555194,-123.1167376,0
49.22460179,-123.0260235,3
49.24432444,-123.1898535,4
49.25001146,-123.1078548,0
49.28450889,-123.1096417,2
49.2633197,-123.1190331,2
49.28449557,-123.1100231,2
49.27917084,-123.1230735,2
49.27904645,-123.125238,2
49.23948364,-123.1883228,4
49.28472338,-123.1272377,2
49.28472338,-123.1272377,2
49.28472338,-123.1272377,2
49.28472338,-123.1272377,2
49.28472338,-123.1272377,2
49.28472338,-123.1272377,2
49.28472338,-123.1272377,2
49.28472338,-123.1272377,2
49.21795085,-123.0632826,3
49.26428826,-123.1224258,2
49.27904645,-123.125238,2
49.28213709,-123.0607731,1
49.23854362,-123.1883314,4
49.22418138,-123.056238,3
49.23854362,-123.1883314,4
49.28205444,-123.0607399,1
49.23764468,-123.190659,4
49.22442704,-123.0487327,3
49.21612729,-123.125188,0
49.23763669,-123.1888437,4
49.28297133,-123.1154659,2
49.26310636,-123.1110511,2
49.24992235,-123.1075293,0
49.22476086,-123.0732427,3
49.22463662,-123.0731218,3
49.24775944,-123.1076282,0
49.24325178,-123.1025462,0
49.26382121,-123.1529384,4
49.22586657,-123.1268263,0
49.24216525,-123.1181785,0
49.23523626,-123.0303921,3
49.28656612,-123.1386578,2
49.23557443,-123.1868553,4
49.29278887,-123.1397176,2
49.23310488,-123.0280807,3
49.23131767,-123.1845822,4
49.22449272,-123.0801431,0
49.28422577,-123.1264939,2
49.23070783,-123.1938904,4
49.21754554,-123.0634234,3
49.27823433,-123.0872218,1
49.28412619,-123.1261691,2
49.22452185,-123.0456461,3
49.21888847,-123.0770009,0
49.27474706,-123.1258642,2
49.27474706,-123.1258642,2
49.23161117,-123.1844789,4
49.23832988,-123.1598655,4
49.22472606,-123.076006,3
49.22416901,-123.042699,3
49.22430997,-123.0426917,3
49.27789276,-123.1102942,2
49.24284644,-123.0465261,3
49.22586781,-123.1251137,0
49.27977369,-123.1344659,2
49.27574659,-123.1019774,2
49.24278532,-123.0358034,3
49.26770114,-123.0636565,1
49.27805673,-123.0467881,1
49.27574659,-123.1019774,2
49.25959451,-123.1666833,4
49.23067698,-123.1897159,4
49.21356477,-123.0659791,3
49.22423835,-123.059234,3
49.22745627,-123.1879819,4
49.26877245,-123.1898084,4
49.2218334,-123.1682798,4
49.2765795,-123.1201776,2
49.26877245,-123.1898084,4
49.26877245,-123.1898084,4
49.28464028,-123.1103346,2
49.26877245,-123.1898084,4
49.26877245,-123.1898084,4
49.26877245,-123.1898084,4
49.26995424,-123.133637,2
49.25877974,-123.0910069,1
49.22431703,-123.0442414,3
49.27353953,-123.1015731,2
49.27353953,-123.1015731,2
49.23556079,-123.1595991,4
49.27309616,-123.1015724,2
49.28322538,-123.1034789,2
49.2796124,-123.1343945,2
49.2796124,-123.1343945,2
49.24294674,-123.0356509,3
49.21766346,-123.0621098,3
49.23556079,-123.1595991,4
49.28122056,-123.1084591,2
49.27959402,-123.1341869,2
49.24310816,-123.0354982,3
49.28122056,-123.1084591,2
49.27949139,-123.1340274,2
49.27949139,-123.1340274,2
49.27949139,-123.1340274,2
49.23556079,-123.1595991,4
49.23556079,-123.1595991,4
49.26868784,-123.1883044,4
49.28122056,-123.1084591,2
49.28122056,-123.1084591,2
49.27930451,-123.1339163,2
49.22456895,-123.0441015,3
49.28398765,-123.1072072,2
49.23556079,-123.1595991,4
49.22648909,-123.1903507,4
49.22180861,-123.0296026,3
49.28726946,-123.1198364,2
49.28398765,-123.1072072,2
49.26630273,-123.0872473,1
49.28122056,-123.1084591,2
49.22648256,-123.1892308,4
49.28122056,-123.1084591,2
49.26630273,-123.0872473,1
49.28122056,-123.1084591,2
49.28122056,-123.1084591,2
49.2240761,-123.0524871,3
49.2327662,-123.1610529,4
49.25753504,-123.092637,1
49.232759,-123.1606645,4
49.27933749,-123.1337883,2
49.23274778,-123.160069,4
49.27588412,-123.0786302,1
49.26630273,-123.0872473,1
49.26630273,-123.0872473,1
49.26630273,-123.0872473,1
49.28025199,-123.1309194,2
49.28025199,-123.1309194,2
49.26630076,-123.1481653,4
49.28122056,-123.1084591,2
49.28122056,-123.1084591,2
49.27447305,-123.0376747,1
49.22688185,-123.1465299,4
49.28092257,-123.1321122,2
49.26570234,-123.0565222,1
49.28122056,-123.1084591,2
49.28122056,-123.1084591,2
49.24348944,-123.0349902,3
49.23089564,-123.1601437,4
49.23089564,-123.1601437,4
49.22903968,-123.1601863,4
49.28122056,-123.1084591,2
49.24416376,-123.1326449,0
49.26457891,-123.1449606,4
49.22727626,-123.1612141,4
49.22718168,-123.1602689,4
49.22093355,-123.1528485,4
49.26630076,-123.1481653,4
49.28398765,-123.1072072,2
49.24746991,-123.1405244,4
49.28900984,-123.1379808,2
49.23914415,-123.1048995,0
49.28519183,-123.123859,2
49.28519183,-123.123859,2
49.28519183,-123.123859,2
49.27925964,-123.1269675,2
49.2605474,-123.0336104,3
49.22570672,-123.1479343,4
49.28377935,-123.1343709,2
49.28519183,-123.123859,2
49.28229119,-123.1183292,2
49.2394239,-123.0293923,3
49.28377935,-123.1343709,2
49.28377935,-123.1343709,2
49.28377935,-123.1343709,2
49.27715776,-123.1262863,2
49.22600605,-123.1552245,4
49.27797957,-123.1270159,2
49.27797957,-123.1270159,2
49.27797957,-123.1270159,2
49.28377935,-123.1343709,2
49.26815685,-123.1579233,4
49.24117695,-123.1520149,4
49.23672082,-123.0383227,3
49.27959045,-123.0389081,1
49.27792183,-123.1269262,2
49.27792183,-123.1269262,2
49.27792183,-123.1269262,2
49.27792183,-123.1269262,2
49.27792183,-123.1269262,2
49.27792183,-123.1269262,2
49.22380058,-123.071873,3
49.26924299,-123.1070366,2
49.26823899,-123.1579181,4
49.28403286,-123.1345803,2
49.27760116,-123.1256039,2
49.28403286,-123.1345803,2
49.28403286,-123.1345803,2
49.22560676,-123.1913234,4
49.28385451,-123.0523857,1
49.27866939,-123.125802,2
49.21705915,-123.0583352,3
49.28002542,-123.1307462,2
49.26729861,-123.1576672,4
49.22556002,-123.189771,4
49.26655249,-123.1596721,4
49.27906119,-123.0544671,1
49.24880377,-123.1112505,0
49.26524279,-123.1892237,4
49.26630076,-123.1481653,4
49.26253088,-123.0909477,1
49.22326717,-123.0562906,3
49.22084073,-123.1284595,0
49.23087883,-123.1821205,4
49.21286623,-123.1248517,0
49.24737668,-123.1392894,4
49.28068112,-123.1382037,2
49.24907536,-123.1144537,0
49.26638193,-123.0876605,1
49.27333816,-123.1236885,2
49.28127493,-123.1089896,2
49.21156482,-123.0689593,3
49.27333816,-123.1236885,2
49.27333816,-123.1236885,2
49.27333816,-123.1236885,2
49.26439887,-123.1895463,4
49.26789855,-123.1297093,2
49.22552153,-123.1495969,4
49.2679146,-123.1296772,2
49.26793055,-123.1296451,2
49.21143804,-123.125608,0
49.26802666,-123.1294521,2
49.26802666,-123.1294521,2
49.26396307,-123.1589343,4
49.27897786,-123.1233611,2
49.2638801,-123.1588941,4
49.28321064,-123.1342484,2
49.28321064,-123.1342484,2
49.28321064,-123.1342484,2
49.26638193,-123.0876605,1
49.24993789,-123.1905236,4
49.2507944,-123.1413778,4
49.22180861,-123.0296026,3
49.26422357,-123.0237858,3
49.2730558,-123.0758717,1
49.27281068,-123.0758766,1
49.28022192,-123.0997691,2
49.26638193,-123.0876605,1
49.28337436,-123.1340105,2
49.28337436,-123.1340105,2
49.26638193,-123.0876605,1
49.22323121,-123.0489221,3
49.22323121,-123.0489221,3
49.28381277,-123.1333237,2
49.28381277,-123.1333237,2
49.28381277,-123.1333237,2
49.22323121,-123.0489221,3
49.26638193,-123.0876605,1
49.26386621,-123.1580664,4
49.22370471,-123.0745391,3
49.28286853,-123.1100188,2
49.28939182,-123.0591501,1
49.26638193,-123.0876605,1
49.28286853,-123.1100188,2
49.27916444,-123.0811524,1
49.25069245,-123.1459647,4
49.28988448,-123.0582749,1
49.28244545,-123.1405043,2
49.24132654,-123.1529043,4
49.2231768,-123.054725,3
49.28108468,-123.1321796,2
49.2321996,-123.0280806,3
49.28398765,-123.1072072,2
49.25055922,-123.0365362,3
49.28298346,-123.1154846,2
49.22724375,-123.1644918,4
49.27911391,-123.1293285,2
49.28490999,-123.1318389,2
49.25016867,-123.0657304,1
49.27955771,-123.1235937,2
49.27915927,-123.1130996,2
49.26581206,-123.1913739,4
49.26581206,-123.1913739,4
49.28298346,-123.1154846,2
49.22421789,-123.0731377,3
49.22370434,-123.0907744,0
49.22370434,-123.0907744,0
49.27170587,-123.1582813,4
49.25045751,-123.1154119,0
49.25064897,-123.1152803,0
49.25464461,-123.1785496,4
49.25032121,-123.0732521,1
49.27170587,-123.1582813,4
49.27170587,-123.1582813,4
49.22885941,-123.1868957,4
49.2811892,-123.1323368,2
49.28668391,-123.0491814,1
49.23281279,-123.0554807,3
49.28127493,-123.1089896,2
49.27170587,-123.1582813,4
49.27170587,-123.1582813,4
49.26324618,-123.1575982,4
49.27170587,-123.1582813,4
49.24938172,-123.0901983,1
49.22351224,-123.0625043,3
49.26450174,-123.0969074,2
49.20997117,-123.1253712,0
49.27380723,-123.1190033,2
49.28137092,-123.0985545,2
49.24281867,-123.0513555,3
49.24998118,-123.0901834,1
49.27760116,-123.1256039,2
49.26662832,-123.0889458,1
49.2785918,-123.1239362,2
49.26662832,-123.0889458,1
49.27326577,-123.056519,1
49.27302572,-123.0744149,1
49.2534327,-123.1350622,2
49.2534327,-123.1350622,2
49.2321996,-123.0280806,3
49.26662832,-123.0889458,1
49.27924169,-123.124947,2
49.25356798,-123.1368295,2
49.27178698,-123.1582336,4
49.26662832,-123.0889458,1
49.21861664,-123.1789613,4
49.22395407,-123.0800371,0
49.27812023,-123.1248173,2
49.27178698,-123.1582336,4
49.27924169,-123.124947,2
49.27614264,-123.1501395,4
49.27188096,-123.1214608,2
49.24897438,-123.0253057,3
49.26662832,-123.0889458,1
49.27178698,-123.1582336,4
49.20997117,-123.1253712,0
49.27924169,-123.124947,2
49.26662832,-123.0889458,1
49.27363671,-123.1501066,4
49.27392711,-123.1502185,4
49.27924169,-123.124947,2
49.27924169,-123.124947,2
49.2191876,-123.0816514,0
49.27380723,-123.1190033,2
49.28734757,-123.1234777,2
49.27380723,-123.1190033,2
49.24319087,-123.0510098,3
49.27388817,-123.0998295,2
49.27388817,-123.0998295,2
