Latitude,Longitude,Cluster
49.29012363,-123.1396964,2
49.24513589,-123.0651801,3
49.28120643,-123.0655852,1
49.26228935,-123.0659174,1
49.26228935,-123.0659174,1
49.26228935,-123.0659174,1
49.22510578,-123.0657038,3
49.26228935,-123.0659174,1
49.28982498,-123.1394067,2
49.26228935,-123.0659174,1
49.22026362,-123.0658753,3
49.24732295,-123.0858782,1
49.22026362,-123.0658753,3
49.22313314,-123.0658241,3
49.22841616,-123.202099,4
49.24715037,-123.0651747,3
49.2251661,-123.0657719,3
49.27675286,-123.1471395,2
49.27686608,-123.1197487,2
49.27674642,-123.1467584,2
49.2251661,-123.0657719,3
49.27674366,-123.1465951,2
49.27686608,-123.1197487,2
49.23268627,-123.0655346,3
49.27684672,-123.1196017,2
49.23268627,-123.0655346,3
49.2830203,-123.0677829,1
49.23748079,-123.0654448,3
49.24405643,-123.0652337,3
49.27916249,-123.1252408,2
49.2595368,-123.065955,1
49.2595368,-123.065955,1
49.27664425,-123.0683838,1
49.24968607,-123.1592416,4
49.24517845,-123.1533329,4
49.23200799,-123.0312628,3
49.28438308,-123.1246025,2
49.2246316,-123.0322744,3
49.27910633,-123.0565631,1
49.25751293,-123.1649289,4
49.27578663,-123.0670438,1
49.27578663,-123.0670438,1
49.28248538,-123.1280525,2
49.27578547,-123.0668668,1
49.26093028,-123.200232,4
49.27759257,-123.1354365,2
49.26986066,-123.0838803,1
49.27073057,-123.0874284,1
49.22562754,-123.1435328,0
49.27578472,-123.0667607,1
49.27480402,-123.1275701,2
49.28479868,-123.0597185,1
49.25912564,-123.2016915,4
49.27570135,-123.0665849,1
49.22545441,-123.148071,4
49.20859717,-123.1209557,0
49.20859717,-123.1209557,0
49.20859717,-123.1209557,0
49.22571045,-123.1552394,4
49.22596665,-123.1552266,4
49.20859717,-123.1209557,0
49.21226023,-123.1099803,0
49.27652793,-123.1214076,2
49.22578166,-123.1684216,4
49.23319243,-123.1923203,4
49.2070373,-123.1244253,0
49.2070373,-123.1244253,0
49.21004931,-123.1171698,0
49.27666452,-123.1210276,2
49.29801387,-123.1254657,2
49.31103699,-123.1425722,2
49.20311764,-123.135421,0
49.27679965,-123.1210013,2
49.23104695,-123.0946382,0
49.25376953,-123.0938846,1
49.28820528,-123.1410572,2
49.28820528,-123.1410572,2
49.27716336,-123.1166001,2
49.27716336,-123.1166001,2
49.28221947,-123.1244356,2
49.27676155,-123.1208824,2
49.27676155,-123.1208824,2
49.27676155,-123.1208824,2
49.27676155,-123.1208824,2
49.26200067,-123.049589,1
49.25067568,-123.0496189,3
49.25067568,-123.0496189,3
49.25067568,-123.0496189,3
49.25813085,-123.0285444,3
49.24534864,-123.0285508,3
49.2807142,-123.1188083,2
49.27649772,-123.1251911,2
49.23277204,-123.0332413,3
49.21221488,-123.0771235,0
49.21221488,-123.0771235,0
49.20964005,-123.066122,3
49.29223458,-123.1365636,2
49.29223458,-123.1365636,2
49.29223458,-123.1365636,2
49.29223458,-123.1365636,2
49.24772037,-123.1785377,4
49.24725939,-123.1785264,4
49.21108669,-123.0943255,0
49.20782638,-123.0389084,3
49.27718859,-123.120244,2
49.21097231,-123.0911399,0
49.29204797,-123.1364523,2
49.21097231,-123.0911399,0
49.21104304,-123.0807052,0
49.21097678,-123.0720826,3
49.29196046,-123.1361364,2
49.24589881,-123.0679165,3
49.26728524,-123.0987899,2
49.24069546,-123.0377665,3
49.24069546,-123.0377665,3
49.25812042,-123.0338767,3
49.29183252,-123.1359369,2
49.29183252,-123.1359369,2
49.29183252,-123.1359369,2
49.24656734,-123.0733648,1
49.25812042,-123.0338767,3
49.26381439,-123.0338394,3
49.25230051,-123.0338727,3
49.2807142,-123.1188083,2
49.28010349,-123.1178719,2
49.28010349,-123.1178719,2
49.28263609,-123.1217692,2
49.28941588,-123.1322923,2
49.28340971,-123.1128748,2
49.22290364,-123.0256989,3
49.28340971,-123.1128748,2
49.2847069,-123.1109251,2
49.27726625,-123.120128,2
49.24616419,-123.0827809,1
49.21087679,-123.0695365,3
49.2782752,-123.0441058,1
49.26193984,-123.0443249,3
49.25061489,-123.0442598,3
49.27325586,-123.0441701,1
49.26765429,-123.0283991,3
49.27494639,-123.1019672,2
49.27658466,-123.0897484,1
49.28118883,-123.0914755,1
49.23298779,-123.0972105,0
49.23298779,-123.0972105,0
49.28484152,-123.0637337,1
49.24620834,-123.0901377,0
49.2838572,-123.07036,1
49.27145082,-123.1681784,4
49.26087877,-123.1434859,4
49.26167052,-123.1342173,2
49.27965112,-123.1365833,2
49.24642656,-123.09026,0
49.27696639,-123.1324377,2
49.26957872,-123.1153305,2
49.26957872,-123.1153305,2
49.276811,-123.1089689,2
49.27981952,-123.1259627,2
49.27981952,-123.1259627,2
49.27397418,-123.1213354,2
49.21076244,-123.1315605,0
49.26300714,-123.1048977,2
49.24648602,-123.1038606,0
49.27991854,-123.1258152,2
49.28051083,-123.1251087,2
49.26924103,-123.1046634,2
49.25663828,-123.1051728,2
49.25663828,-123.1051728,2
49.24563306,-123.0763261,1
49.25663828,-123.1051728,2
49.20847011,-123.1302639,0
49.21073699,-123.1302012,0
49.27906482,-123.1253863,2
49.27906482,-123.1253863,2
49.27906482,-123.1253863,2
49.21073699,-123.1302012,0
49.26076275,-123.1340338,2
49.24610455,-123.1013009,0
49.21711571,-123.1292567,0
49.26971941,-123.115324,2
49.22153322,-123.1285129,0
49.22568021,-123.1283589,0
49.22653482,-123.1283061,0
49.22653482,-123.1283061,0
49.2705331,-123.1151615,2
49.22930543,-123.1282446,0
49.24143148,-123.1278364,0
49.24143148,-123.1278364,0
49.24670548,-123.1012542,0
49.25352158,-123.1273729,2
49.25711085,-123.1272172,2
49.21445223,-123.1300324,0
49.21445223,-123.1300324,0
49.22361464,-123.0548345,3
49.24578666,-123.101195,0
49.27442503,-123.208744,4
49.25061588,-123.0416078,3
49.28977895,-123.1294053,2
49.28248538,-123.1280525,2
49.27733967,-123.1201063,2
49.27487919,-123.1159898,2
49.27486251,-123.0695498,1
49.25779666,-123.0566487,1
49.24186538,-123.0581279,3
49.24186538,-123.0581279,3
49.24186538,-123.0581279,3
49.21583248,-123.059347,3
49.26212338,-123.0565986,1
49.26212338,-123.0565986,1
49.26212338,-123.0565986,1
49.23282478,-123.0588728,3
49.24578803,-123.0566624,3
49.2847733,-123.0565283,1
49.2847733,-123.0565283,1
49.28659932,-123.0565304,1
49.26586133,-123.1205596,2
49.28130921,-123.0741238,1
49.28870749,-123.049327,1
49.28873213,-123.0545526,1
49.25382226,-123.0835589,1
49.21289455,-123.0251132,3
49.27668814,-123.0680836,1
49.25374754,-123.0833958,1
49.2536353,-123.08337,1
49.27668814,-123.0680836,1
49.22421386,-123.163994,4
49.27669257,-123.0675878,1
49.27669257,-123.0675878,1
49.24779383,-123.1075036,0
49.2755205,-123.0997654,2
49.27769172,-123.0999106,2
49.26679021,-123.1352354,2
49.24675623,-123.1275695,0
49.27769172,-123.0999106,2
49.27274434,-123.0999418,2
49.2767562,-123.0999362,2
49.2767562,-123.0999362,2
49.27669116,-123.0669202,1
49.24728681,-123.1050144,0
49.2767562,-123.0999362,2
49.28318807,-123.0995642,2
49.23358673,-123.1015524,0
49.28134395,-123.099698,2
49.27660759,-123.0664605,1
49.28134395,-123.099698,2
49.28134395,-123.099698,2
49.24659176,-123.0712793,1
49.24659176,-123.0712793,1
49.28134395,-123.099698,2
49.24935582,-123.1010626,0
49.22388681,-123.0623302,3
49.22035525,-123.1354718,0
49.25305003,-123.0819068,1
49.25462713,-123.1009359,2
49.25839595,-123.101136,2
49.24744321,-123.1475067,4
49.26019497,-123.1011672,2
