DATE,CRIME_COUNT,ROLLING_MEAN_3,ROLLING_STD_3,GROWTH_RATE,LAG_1,LAG_2,LAG_3,VOLATILITY,ANOMALY,ANOMALY_SCORE
2005-07-01,2476,2439.6666666666665,71.76582287784343,0.0504879083580822,2357.0,2486.0,2221.0,0.0294162411030919,0,0.16888968413368066
2005-08-01,2571,2468.0,107.22406446316356,0.0383683360258482,2476.0,2357.0,2486.0,0.0434457311439074,0,0.16523709506524809
2005-09-01,2519,2522.0,47.57099956907211,-0.0202255931544146,2571.0,2476.0,2357.0,0.0188624106142236,0,0.14661070636247203
2005-10-01,2388,2492.6666666666665,94.29916931412482,-0.0520047637951568,2519.0,2571.0,2476.0,0.0378306375959313,0,0.16598091258724068
2005-11-01,2388,2431.6666666666665,75.63288526384515,0.0,2388.0,2519.0,2571.0,0.0311033112805394,0,0.17284329519769703
2005-12-01,2083,2286.333333333333,176.09183210283592,-0.1277219430485762,2388.0,2388.0,2519.0,0.0770193171465968,0,0.1549178035798306
2006-01-01,2165,2212.0,157.83852508180644,0.0393662986077771,2083.0,2388.0,2388.0,0.071355571917634,0,0.16508183257067222
2006-02-01,1951,2066.333333333333,107.96913139102946,-0.0988452655889146,2165.0,2083.0,2388.0,0.0522515557627179,0,0.150694507448642
2006-03-01,2153,2089.6666666666665,120.2386515781568,0.1035366478728856,1951.0,2165.0,2083.0,0.057539632275398,0,0.14888684770586474
2006-04-01,2087,2063.6666666666665,103.00161811026749,-0.0306549001393404,2153.0,1951.0,2165.0,0.0499119454580524,0,0.1593409689936573
2006-05-01,2198,2146.0,55.83009940883199,0.0531863919501676,2087.0,2153.0,1951.0,0.0260158897524846,0,0.16019906200062073
2006-06-01,2142,2142.333333333333,55.50075074567366,-0.0254777070063694,2198.0,2087.0,2153.0,0.025906683092737,0,0.17650599088950042
2006-07-01,2172,2170.6666666666665,28.0237994093126,0.0140056022408963,2142.0,2198.0,2087.0,0.0129102270006047,0,0.14416346390304852
2006-08-01,2553,2289.0,229.1222381175604,0.1754143646408839,2172.0,2142.0,2198.0,0.1000970896101181,0,0.11805104523092003
2006-09-01,2345,2356.6666666666665,190.7677470992761,-0.081472777124951,2553.0,2172.0,2142.0,0.0809481246531581,0,0.1475308609614761
2006-10-01,2460,2452.6666666666665,104.19372981774576,0.0490405117270789,2345.0,2553.0,2172.0,0.0424818142774174,0,0.1618716391797022
